번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(백만원),액면가(원),통화구분,대표전화,주소,총카운트
1271,101160,월덱스,032602,전자부품 제조업,"13,500,000","6,750,000,000","500",원(KRW),054-456-9980,경상북도 구미시  4공단로7길 53-77 ,2046
1272,095270,웨이브일렉트로,032604,통신 및 방송 장비 제조업,"10,594,500","5,297,250,000","500",원(KRW),031-269-0010,경기 수원시 권선구 서둔동 14-10 ,2046
1273,900130,웨이포트,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업","55,880,000","173,937,000","0",중국위안(CNY),86-573-8322-5888,"Suite 2008, 20/F., Jardine House, 1 Connaught Place, Central, Hong Kong ",2046
1274,036260,웰메이드예당,147509,기타 사업지원 서비스업,"16,963,377","8,481,688,500","500",원(KRW),02-3443-1960,서울특별시 성동구 아차산로 67-16 6층,2046
1275,065950,웰크론,031302,직물직조 및 직물제품 제조업,"25,490,497","12,745,248,500","500",원(KRW),(02)2107-6600,서울특별시 구로구 디지털로27길 12 주식회사 웰크론,2046
1276,114190,웰크론강원,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","15,253,030","7,626,515,000","500",원(KRW),031-358-7683,경기도 화성시  장안면 포승장안로 919-18 ,2046
1277,076080,웰크론한텍,032902,특수 목적용 기계 제조업,"18,021,293","9,010,646,500","500",원(KRW),031-350-8900,경기도 화성시  향남읍 발안공단로 92-36 ,2046
1278,196700,웹스,032003,합성고무 및 플라스틱 물질 제조업,"6,849,238","3,424,619,000","500",원(KRW),051-896-6390,부산광역시 해운대구 센텀동로 45 901호,2046
1279,069080,웹젠,105802,소프트웨어 개발 및 공급업,"35,310,884","17,655,442,000","500",원(KRW),031-627-6600,경기도 성남시 분당구 판교로 242
(삼평동, 판교디지털콘텐츠파크 B동) ,2046
1280,039790,위노바,074607,기타 전문 도매업,"77,215,896","38,607,948,000","500",원(KRW),031-8094-4550,경기도 평택시  청북면 청북산단로 178 ,2046
1281,044340,위닉스,032805,가정용 기기 제조업,"16,358,641","8,179,320,500","500",원(KRW),031 -499 -5085,경기도 시흥시 공단1대로 295(정왕동) 시화공단 3나 607호,2046
1282,043220,위드윈네트웍,074608,상품 종합 도매업,"27,711,348","13,855,674,000","500",원(KRW),02-6416-2200,서울시강남구청담동41청담벤처프라자8층 ,2046
1283,112040,위메이드,105802,소프트웨어 개발 및 공급업,"16,800,000","8,680,000,000","500",원(KRW),02-3709-2000,
경기도 성남시 분당구 대왕판교로 644번길 49
(삼평동 코리아벤처타운 업무시설비블럭 아이레보타워)
  ,2046
1284,140660,위월드,032604,통신 및 방송 장비 제조업,"2,487,252","1,243,626,000","500",원(KRW),042-630-0600,대전광역시 유성구  테크노7로 32-4 (용산동),2046
1285,038620,위즈코프,074707,연료 소매업,"31,546,865","15,773,432,500","500",원(KRW),02-2007-0300,"서울특별시 강남구  봉은사로 429 , 8층 ( 삼성동, 위즈빌딩) ",2046
1286,036090,위지트,032902,특수 목적용 기계 제조업,"63,502,144","31,751,072,000","500",원(KRW),032-820-9900,"인천광역시 남동구 남동서로 187 (고잔동, 58B/5L)",2046
1287,136540,윈스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","11,305,231","5,652,615,500","500",원(KRW),031-622-8600,경기 성남시 분당구 삼평동 633 판교세븐벤처밸리 1동 7층,2046
1288,097800,윈팩,032601,반도체 제조업,"17,026,218","8,513,109,000","500",원(KRW),031-8020-4400,경기도 용인시 처인구  백암면 청강가창로 50 ,2046
1289,192390,윈하이텍,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","9,863,089","4,931,544,500","500",원(KRW),02-854-2818,충청북도 음성군 삼성면 하이텍산단로 99 &nbsp,2046
1290,008600,윌비스,074604,가정용품 도매업,"57,000,000","62,646,140,000","1,000",원(KRW),041-529-5716,충청남도 천안시 동남구  만남로 76 ,2046
1291,033270,유나이티드,032102,의약품 제조업,"16,207,322","8,103,661,000","500",원(KRW),02  -516 -3041,세종특별자치시 전동면 노장리 404-10 ,2046
1292,044480,유니더스,032201,고무제품 제조업,"8,600,000","4,300,000,000","500",원(KRW),02-2203-3835,충청북도 증평군  증평읍 광장로 473-3 (주)유니더스,2046
1293,014830,유니드,032001,기초화학물질 제조업,"8,889,843","44,449,215,000","5,000",원(KRW),02-3709-9500,서울특별시 중구  을지로5길 19 ,2046
1294,036200,유니셈,032902,특수 목적용 기계 제조업,"15,770,863","7,885,431,500","500",원(KRW),031-379-5800,경기도 화성시 동탄면 장지남길 10-7 ,2046
1295,018000,유니슨,032901,일반 목적용 기계 제조업,"57,854,738","28,927,369,000","500",원(KRW),02  -528 -8777,경상남도 사천시 사남면 해안산업로 513 -,2046
1296,000910,유니온,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","15,611,619","7,805,809,500","500",원(KRW),02-3455-8793,서울특별시 중구  소공로 94 OCI빌딩 13층,2046
1297,203450,유니온커뮤니티,032604,통신 및 방송 장비 제조업,"11,634,273","5,817,136,500","500",원(KRW),02-6488-3127,서울특별시 송파구 위례성대로 6 (방이동),2046
1298,011330,유니켐,031501,"가죽, 가방 및 유사제품 제조업","47,767,785","23,883,892,500","500",원(KRW),031-491-3751,경기도 안산시 단원구 해봉로 38 ,2046
1299,077500,유니퀘스트,074605,기계장비 및 관련 물품 도매업,"26,999,207","13,499,603,500","500",원(KRW),031-708-9988,"경기도 성남시 분당구  황새울로 314 (서현동,유니퀘스트빌딩)",2046
1300,011320,유니크,033003,자동차 부품 제조업,"19,320,695","9,660,347,500","500",원(KRW),055-340-2000,경상남도 김해시  진영읍 서부로179번길 90 (주)유니크 ,2046
1301,086390,유니테스트,032902,특수 목적용 기계 제조업,"19,402,790","9,701,395,000","500",원(KRW),031-205-6111,경기도 용인시 기흥구  기곡로 27 (주)유니테스트,2046
1302,142210,유니트론텍,074605,기계장비 및 관련 물품 도매업,"3,310,650","1,655,325,000","500",원(KRW),02-573-6800,"서울특별시 강남구 영동대로 638 9층(삼성동, 삼보빌딩) ",2046
1303,121060,유니포인트,105802,소프트웨어 개발 및 공급업,"598,167","2,990,835,000","5,000",원(KRW),02-6676-5500,서울특별시 동작구 남부순환로 2049 (사당동 네오티스빌딩 2층) ,2046
1304,091270,유디피,105802,소프트웨어 개발 및 공급업,"7,338,254","3,669,127,000","500",원(KRW),02-2605-1486,"서울특별시 강서구 양천로 583, 4층 (염창동, 우림블루나인) ",2046
1305,048430,유라테크,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","11,520,000","5,760,000,000","500",원(KRW),070-7878-1500,세종특별자치시   전동면 아래깊은내길 25 주식회사 유라테크 ,2046
1306,089850,유비벨록스,105802,소프트웨어 개발 및 공급업,"7,115,697","3,557,848,500","500",원(KRW),02-2082-2431,서울특별시 구로구 디지털로31길 1213.14층 ,2046
1307,084440,유비온,106309,기타 정보 서비스업,"2,997,107","1,498,553,500","500",원(KRW),02-3782-8771,서울특별시 구로구  디지털로34길 27 601호,2046
1308,032620,유비케어,105802,소프트웨어 개발 및 공급업,"40,286,470","20,143,235,000","500",원(KRW),02-2105-5000,서울특별시 구로구  디지털로33길 28 우림이비지센터1차 ,2046
1309,078070,유비쿼스,032604,통신 및 방송 장비 제조업,"21,200,000","10,600,000,000","500",원(KRW),070-4865-0500,경기도 성남시 분당구 판교로 25568 (삼평동 616) 유비쿼스 ,2046
1310,002920,유성기업,033003,자동차 부품 제조업,"25,947,500","12,973,750,000","500",원(KRW),02-564-2351,충청남도 아산시 둔포면 아산밸리동로 22 ,2046
1311,024800,유성티엔에스,084902,육상 여객 운송업,"22,723,235","11,361,617,500","500",원(KRW),02  -3416-6644,"서울특별시 서초구  남부순환로 2583 9층(서초동, 서희타워)",2046
1312,000700,유수홀딩스,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업","26,041,812","65,104,530,000","2,500",원(KRW),02-3770-6868,서울특별시 영등포구 국제금융로2길 25 유수홀딩스,2046
1313,054930,유신,137201,"건축기술, 엔지니어링 및 관련기술 서비스업","3,000,000","15,000,000,000","5,000",원(KRW),(02)6202-0114,서울특별시 강남구 역삼로4길 8 ,2046
1314,069330,유아이디,032602,전자부품 제조업,"11,887,792","5,943,896,000","500",원(KRW),(041)862-7576,세종특별자치시   전동면 노장공단길 25-9 ,2046
1315,049520,유아이엘,032602,전자부품 제조업,"11,392,470","5,696,235,000","500",원(KRW),031-948-1234,경기도 파주시 광탄면 보광로 869-26 ,2046
1316,204620,유안타제1호스팩,116601,금융지원 서비스업,"6,000,000","600,000,000","100",원(KRW),02-3770-2050,서울특별시 중구 을지로 76 ,2046
1317,219960,유안타제2호스팩,116601,금융지원 서비스업,"6,500,000","650,000,000","100",원(KRW),02-3770-2000,서울특별시 중구 을지로 76 유안타증권 ,2046
1318,003470,유안타증권,116601,금융지원 서비스업,"199,577,435","1,062,448,235,000","5,000",원(KRW),02-3770-2000,서울 중구 을지로2가 185번지 동양종합금융증권빌딩,2046
1319,056090,유앤아이,032701,의료용 기기 제조업,"7,677,642","3,838,821,000","500",원(KRW),031-860-6800,경기도 의정부시 산단로76번길 20 &nbsp,2046
1320,011690,유양디앤유,032601,반도체 제조업,"37,372,340","18,686,170,000","500",원(KRW),031-350-7437,경기도 화성시  팔탄면 율암길 223 ,2046
1321,072130,유엔젤,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업","13,195,454","6,597,727,000","500",원(KRW),031-710-6200,경기도 성남시 분당구 황새울로240번길 3 ,2046
1322,000220,유유제약,032102,의약품 제조업,"6,161,406","7,835,791,000","1,000",원(KRW),043-652-7981,충청북도 제천시  바이오밸리1로 94 ,2046
1323,195990,유지인트,032902,특수 목적용 기계 제조업,"23,097,600","11,548,800,000","500",원(KRW),053-582-8036,대구광역시 달성군 유가면 테크노중앙대로 139 ,2046
1324,023410,유진기업,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","74,000,000","37,000,000,000","500",원(KRW),02-3704-3300,경기도 부천시 오정구  석천로 457 ,2046
1325,056080,유진로봇,032902,특수 목적용 기계 제조업,"23,292,912","11,646,456,000","500",원(KRW),070-4657-7006,서울특별시 금천구  디지털로 130 1214호(가산동),2046
1326,221200,유진스팩3호,116601,금융지원 서비스업,"6,750,000","675,000,000","100",원(KRW),02-368-6296,서울특별시 영등포구 국제금융로 24 유진그룹빌딩 9층,2046
1327,215090,유진에이씨피씨스팩2호,116601,금융지원 서비스업,"5,500,000","550,000,000","100",원(KRW),02-368-6298,서울특별시 영등포구 국제금융로 24 유진그룹빌딩 9층,2046
1328,001200,유진증권,116601,금융지원 서비스업,"96,866,418","537,592,090,000","5,000",원(KRW),02-368-6114,서울특별시 영등포구 국제금융로 24 (여의도동),2046
1329,084370,유진테크,032902,특수 목적용 기계 제조업,"22,916,042","11,458,021,000","500",원(KRW),(031)323-5700,경기도 용인시 처인구  양지면 추계로 42 유진테크 ,2046
1330,178780,유테크,032602,전자부품 제조업,"10,160,600","5,080,300,000","500",원(KRW),031-444-0202,경기도 안양시 만안구 전파로 48 &nbsp,2046
1331,221800,유투바이오,137209,기타 과학기술 서비스업,"1,446,666","723,333,000","500",원(KRW),1577-1338,서울특별시 송파구 거마로 68 비1층(마천동) ,2046
1332,000100,유한양행,032102,의약품 제조업,"11,152,546","56,943,670,000","5,000",원(KRW),02-828-0181,서울특별시 동작구  노량진로 74 ,2046
1333,003460,유화증권,116601,금융지원 서비스업,"11,340,483","74,178,840,000","5,000",원(KRW),02-3770-0100,서울특별시 영등포구  국제금융로2길 36 유화증권빌딩 ,2046
1334,191410,육일씨엔에쓰,032602,전자부품 제조업,"8,522,980","4,261,490,000","500",원(KRW),02-6096-6162,서울특별시 영등포구 국회대로70길 15-1 극동VIP빌딩 7층 ,2046
1335,008730,율촌화학,032202,플라스틱제품 제조업,"24,800,000","14,776,380,000","500",원(KRW),02-822-0022,서울특별시 동작구 여의대방로 112 도연관 15층,2046
1336,044960,이-글 벳,032102,의약품 제조업,"11,668,434","5,834,217,000","500",원(KRW),041 -331 -4100,충청남도 예산군 신암면 추사로 235-34 ,2046
1337,008250,이건산업,031602,나무제품 제조업,"9,373,525","46,867,625,000","5,000",원(KRW),032-760-0800,인천광역시 남구 염전로 91  ,2046
1338,039020,이건창호,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","14,327,078","14,327,078,000","1,000",원(KRW),032-760-0552,인천 남구 도화동 967-3 ,2046
1339,025820,이구산업,032402,1차 비철금속 제조업,"33,442,000","16,721,000,000","500",원(KRW),031-494-2929,경기도 안산시 단원구 별망로 493 ,2046
1340,060230,이그잭스,032602,전자부품 제조업,"18,192,591","9,096,295,500","500",원(KRW),02-6959-2176,대구광역시 달성군 논공읍 논공로 556- ,2046
1341,067920,이글루시큐리티,105802,소프트웨어 개발 및 공급업,"10,228,248","5,114,124,000","500",원(KRW),02 3452 8814,서울 강남구 삼성동 143-42 원방빌딩 6층,2046
1342,210120,이김프로덕션,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","1,740,000","870,000,000","500",원(KRW),02-786-2245,서울특별시 영등포구 국제금융로 70 1206호 ,2046
1343,214320,이노션,137103,광고업,"20,000,000","10,000,000,000","500",원(KRW),02-2016-2300,서울특별시 강남구 강남대로 308 ,2046
1344,073490,이노와이어리스,032604,통신 및 방송 장비 제조업,"6,002,500","3,001,250,000","500",원(KRW),031-788-4600,경기도 성남시 분당구 서현로 190- ,2046
1345,080420,이노칩,032602,전자부품 제조업,"14,907,743","7,453,871,500","500",원(KRW),031-315-7250,경기도 안산시 단원구  동산로27번길 42-7 이노칩테크놀러지(주) ,2046
1346,088390,이녹스,032602,전자부품 제조업,"12,308,242","6,154,121,000","500",원(KRW),031-727-9191,충청남도 아산시 둔포면 아산밸리로 171 ,2046
1347,053350,이니텍,105802,소프트웨어 개발 및 공급업,"19,790,916","9,895,458,000","500",원(KRW),(02)6445-7000,"서울특별시 구로구 디지털로26길 61 (구로동, 에이스하이앤드2차11층)",2046
1348,033110,이디,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","28,831,705","14,415,852,500","500",원(KRW),031 -730 -7332,경기도 성남시 중원구  둔촌대로457번길 14 (주)ED ,2046
1349,041520,이라이콤,032602,전자부품 제조업,"12,188,730","6,094,365,000","500",원(KRW),(031)213-3881,경기도 수원시 영통구  신원로250번길 32 이라이콤(주) ,2046
1350,054210,이랜텍,032602,전자부품 제조업,"16,360,860","8,180,430,000","500",원(KRW),(031)211-8871~4,경기도 수원시 영통구  삼성로268번길 37 ,2046
1351,065440,이루온,105802,소프트웨어 개발 및 공급업,"10,137,330","5,068,665,000","500",원(KRW),070-4489-1000,경기도 성남시 분당구 대왕판교로 660 유스페이스1 A동 9층 905호,2046
1352,139480,이마트,074701,종합 소매업,"27,875,819","139,379,095,000","5,000",원(KRW),02-380-5678,서울특별시 성동구  뚝섬로 377 ,2046
1353,115610,이미지스,032601,반도체 제조업,"7,669,128","3,834,564,000","500",원(KRW),031-888-5280,경기도 수원시 영통구 광교로 105 경기 R&DB 센터 3층 301호(이의동 906-5),2046
